korpus,bracket,deck,labelQuelle,deckeDahinter,quelle,unbekannteKarten,totalCards,fastManaCount,landCount,untappedLandPercent,averageCmc,cheapCardRatio,manaByTurn3,cheapestWinComboMana,earliestWinTurn,completeComboCount,winComboCount,distinctWinLines,tutorCount,drawCount,freeInteractionCount,counterspellCount,removalCount,boardwipeCount,rampCount,interactionDensity,gameChangerCount,colorCount,simMedianWinTurn,simWinByTurn3,simWinByTurn4,simWinByTurn5,simWinRate
Bracket 4,4,ms-bumbleflower (Optimized),"EDHREC-Bracket ""optimized"" (Fremdlabel von EDHREC, Herkunft nicht nachgeprüft)",1552,https://json.edhrec.com/pages/average-decks/ms-bumbleflower/optimized.json,0,100,1,34,94,2.36,0.16,3,,,2,0,0,3,20,4,6,7,1,19,0.17,10,5,,0,0,0,0
Bracket 4,4,pantlaza-sun-favored (Optimized),"EDHREC-Bracket ""optimized"" (Fremdlabel von EDHREC, Herkunft nicht nachgeprüft)",1109,https://json.edhrec.com/pages/average-decks/pantlaza-sun-favored/optimized.json,0,100,1,37,89,4.41,0.05,3,22,,4,3,2,2,8,7,0,13,3,15,0.2,3,5,,0,0,0,0
Bracket 4,4,lathril-blade-of-the-elves (Optimized),"EDHREC-Bracket ""optimized"" (Fremdlabel von EDHREC, Herkunft nicht nachgeprüft)",1648,https://json.edhrec.com/pages/average-decks/lathril-blade-of-the-elves/optimized.json,0,100,1,34,94,3,0.12,3,,,10,0,0,5,9,0,0,8,1,15,0.08,5,5,,0,0,0,0
Bracket 4,4,giada-font-of-hope (Optimized),"EDHREC-Bracket ""optimized"" (Fremdlabel von EDHREC, Herkunft nicht nachgeprüft)",1001,https://json.edhrec.com/pages/average-decks/giada-font-of-hope/optimized.json,0,100,1,36,94,3.53,0.08,3,,,0,0,0,1,11,1,0,8,3,9,0.09,6,5,,0,0,0,0
Bracket 4,4,the-wise-mothman (Optimized),"EDHREC-Bracket ""optimized"" (Fremdlabel von EDHREC, Herkunft nicht nachgeprüft)",1246,https://json.edhrec.com/pages/average-decks/the-wise-mothman/optimized.json,0,100,1,35,86,2.89,0.08,2.9,3,4,4,4,5,2,8,1,2,6,3,13,0.09,5,5,7,0.0205,0.0385,0.0595,0.1645
Bracket 4,4,jodah-the-unifier (Optimized),"EDHREC-Bracket ""optimized"" (Fremdlabel von EDHREC, Herkunft nicht nachgeprüft)",1652,https://json.edhrec.com/pages/average-decks/jodah-the-unifier/optimized.json,0,100,2,36,97,3.11,0.09,3.2,6,10,4,3,6,3,14,4,3,5,2,24,0.12,7,5,7,0.0065,0.025,0.053,0.1905
Bracket 4,4,toph-the-first-metalbender (Optimized),"EDHREC-Bracket ""optimized"" (Fremdlabel von EDHREC, Herkunft nicht nachgeprüft)",1241,https://json.edhrec.com/pages/average-decks/toph-the-first-metalbender/optimized.json,0,100,2,34,91,2.82,0.16,3.1,10,,14,4,10,5,9,1,0,7,1,20,0.08,7,5,9,0,0,0.002,0.0655
Bracket 4,4,nekusar-the-mindrazer (Optimized),"EDHREC-Bracket ""optimized"" (Fremdlabel von EDHREC, Herkunft nicht nachgeprüft)",2540,https://json.edhrec.com/pages/average-decks/nekusar-the-mindrazer/optimized.json,0,100,2,34,91,2.92,0.09,3.2,16,,7,3,7,3,27,5,7,7,3,13,0.19,11,5,10,0,0,0,0.074
Bracket 4,4,yuriko-the-tigers-shadow (Optimized),"EDHREC-Bracket ""optimized"" (Fremdlabel von EDHREC, Herkunft nicht nachgeprüft)",2562,https://json.edhrec.com/pages/average-decks/yuriko-the-tigers-shadow/optimized.json,0,100,3,35,97,2.91,0.23,3.3,,,0,0,0,5,15,6,6,8,1,7,0.2,8,5,,0,0,0,0
Bracket 4,4,kenrith-the-returned-king (Optimized),"EDHREC-Bracket ""optimized"" (Fremdlabel von EDHREC, Herkunft nicht nachgeprüft)",1360,https://json.edhrec.com/pages/average-decks/kenrith-the-returned-king/optimized.json,0,100,5,34,97,2.2,0.21,3.5,,,11,0,0,5,9,3,4,7,3,25,0.14,19,5,,0,0,0,0
Bracket 4,4,cloud-ex-soldier (Optimized),"EDHREC-Bracket ""optimized"" (Fremdlabel von EDHREC, Herkunft nicht nachgeprüft)",949,https://json.edhrec.com/pages/average-decks/cloud-ex-soldier/optimized.json,0,100,1,35,94,2.65,0.12,3,6,,2,2,10,2,11,2,0,8,1,15,0.1,3,5,7,0.002,0.008,0.0245,0.1315
Bracket 4,4,hearthhull-the-worldseed (Optimized),"EDHREC-Bracket ""optimized"" (Fremdlabel von EDHREC, Herkunft nicht nachgeprüft)",1466,https://json.edhrec.com/pages/average-decks/hearthhull-the-worldseed/optimized.json,0,100,2,39,87,3.36,0.07,3.1,,,36,0,0,1,9,0,0,12,2,29,0.12,4,5,,0,0,0,0
Bracket 4,4,kefka-court-mage (Optimized),"EDHREC-Bracket ""optimized"" (Fremdlabel von EDHREC, Herkunft nicht nachgeprüft)",2309,https://json.edhrec.com/pages/average-decks/kefka-court-mage/optimized.json,0,100,5,33,97,2.6,0.15,3.7,11,,5,1,3,4,12,7,8,11,4,20,0.26,15,5,10,0,0,0,0.008
Bracket 4,4,valgavoth-harrower-of-souls (Optimized),"EDHREC-Bracket ""optimized"" (Fremdlabel von EDHREC, Herkunft nicht nachgeprüft)",1205,https://json.edhrec.com/pages/average-decks/valgavoth-harrower-of-souls/optimized.json,0,100,2,34,94,3.05,0.08,3.2,,,0,0,0,2,5,2,0,19,5,9,0.21,4,5,,0,0,0,0
Bracket 4,4,isshin-two-heavens-as-one (Optimized),"EDHREC-Bracket ""optimized"" (Fremdlabel von EDHREC, Herkunft nicht nachgeprüft)",851,https://json.edhrec.com/pages/average-decks/isshin-two-heavens-as-one/optimized.json,0,100,1,36,94,3.16,0.07,3,10,,1,1,5,2,8,3,0,7,3,15,0.1,6,5,9,0,0,0,0.0065
Bracket 4,4,sephiroth-fabled-soldier (Optimized),"EDHREC-Bracket ""optimized"" (Fremdlabel von EDHREC, Herkunft nicht nachgeprüft)",2404,https://json.edhrec.com/pages/average-decks/sephiroth-fabled-soldier/optimized.json,0,100,3,34,94,2.61,0.13,3.5,,,16,0,0,2,12,1,0,19,4,13,0.2,6,5,,0,0,0,0
Bracket 4,4,baylen-the-haymaker (Optimized),"EDHREC-Bracket ""optimized"" (Fremdlabel von EDHREC, Herkunft nicht nachgeprüft)",1095,https://json.edhrec.com/pages/average-decks/baylen-the-haymaker/optimized.json,0,100,1,35,94,2.71,0.13,3,,,2,0,0,3,8,0,0,8,0,17,0.08,6,5,,0,0,0,0
Bracket 4,4,miirym-sentinel-wyrm (Optimized),"EDHREC-Bracket ""optimized"" (Fremdlabel von EDHREC, Herkunft nicht nachgeprüft)",1295,https://json.edhrec.com/pages/average-decks/miirym-sentinel-wyrm/optimized.json,0,100,2,36,92,4.05,0.05,3.1,,,2,0,0,1,9,4,4,10,3,22,0.18,5,5,,0,0,0,0
Bracket 4,4,chatterfang-squirrel-general (Optimized),"EDHREC-Bracket ""optimized"" (Fremdlabel von EDHREC, Herkunft nicht nachgeprüft)",2230,https://json.edhrec.com/pages/average-decks/chatterfang-squirrel-general/optimized.json,0,100,2,33,91,2.88,0.1,3.1,,,15,0,0,3,9,1,1,10,3,20,0.12,3,5,,0,0,0,0
Bracket 4,4,ulalek-fused-atrocity (Optimized),"EDHREC-Bracket ""optimized"" (Fremdlabel von EDHREC, Herkunft nicht nachgeprüft)",1244,https://json.edhrec.com/pages/average-decks/ulalek-fused-atrocity/optimized.json,0,100,2,36,97,5.19,0.05,3.2,14,,2,1,8,2,13,3,4,22,4,24,0.29,6,5,8,0,0.004,0.0105,0.0705
Bracket 4,4,frodo-adventurous-hobbit-sam-loyal-attendant (Optimized),"EDHREC-Bracket ""optimized"" (Fremdlabel von EDHREC, Herkunft nicht nachgeprüft)",993,https://json.edhrec.com/pages/average-decks/frodo-adventurous-hobbit-sam-loyal-attendant/optimized.json,0,100,1,35,83,2.69,0.11,2.9,,,4,0,0,5,10,0,0,9,3,19,0.09,7,5,,0,0,0,0
Bracket 4,4,hashaton-scarabs-fist (Optimized),"EDHREC-Bracket ""optimized"" (Fremdlabel von EDHREC, Herkunft nicht nachgeprüft)",1744,https://json.edhrec.com/pages/average-decks/hashaton-scarabs-fist/optimized.json,0,100,3,33,94,3.12,0.16,3.3,,,2,0,0,3,22,4,7,14,5,15,0.25,12,5,,0,0,0,0
Bracket 4,4,bello-bard-of-the-brambles (Optimized),"EDHREC-Bracket ""optimized"" (Fremdlabel von EDHREC, Herkunft nicht nachgeprüft)",499,https://json.edhrec.com/pages/average-decks/bello-bard-of-the-brambles/optimized.json,0,100,2,35,89,3.77,0.07,3.2,5,8,2,2,7,1,9,5,0,8,1,27,0.13,3,5,7,0.003,0.011,0.022,0.093
Bracket 4,4,ashling-the-limitless (Optimized),"EDHREC-Bracket ""optimized"" (Fremdlabel von EDHREC, Herkunft nicht nachgeprüft)",595,https://json.edhrec.com/pages/average-decks/ashling-the-limitless/optimized.json,0,100,1,34,94,3.67,0.08,3,,,8,0,0,4,8,6,2,13,3,18,0.21,5,5,,0,0,0,0
Bracket 4,4,esika-god-of-the-tree (Optimized),"EDHREC-Bracket ""optimized"" (Fremdlabel von EDHREC, Herkunft nicht nachgeprüft)",1317,https://json.edhrec.com/pages/average-decks/esika-god-of-the-tree/optimized.json,0,100,2,36,89,3.84,0.09,3.1,,,3,0,0,5,13,5,4,12,6,25,0.21,11,5,,0,0,0,0
Bracket 4,4,hakbal-of-the-surging-soul (Optimized),"EDHREC-Bracket ""optimized"" (Fremdlabel von EDHREC, Herkunft nicht nachgeprüft)",1486,https://json.edhrec.com/pages/average-decks/hakbal-of-the-surging-soul/optimized.json,0,100,1,35,89,2.82,0.05,3,8,,1,1,2,0,14,1,4,6,4,10,0.11,3,5,9,0,0,0,0.0095
Bracket 4,4,muldrotha-the-gravetide (Optimized),"EDHREC-Bracket ""optimized"" (Fremdlabel von EDHREC, Herkunft nicht nachgeprüft)",1329,https://json.edhrec.com/pages/average-decks/muldrotha-the-gravetide/optimized.json,0,100,2,35,83,2.46,0.15,3,7,,4,1,1,4,8,3,5,11,3,17,0.19,7,5,8,0,0.0005,0.006,0.128
Bracket 4,4,rin-and-seri-inseparable (Optimized),"EDHREC-Bracket ""optimized"" (Fremdlabel von EDHREC, Herkunft nicht nachgeprüft)",374,https://json.edhrec.com/pages/average-decks/rin-and-seri-inseparable/optimized.json,0,100,1,35,91,2.94,0.08,3,,,0,0,0,3,7,1,0,9,2,12,0.1,6,5,,0,0,0,0
Bracket 4,4,glarb-calamitys-augur (Optimized),"EDHREC-Bracket ""optimized"" (Fremdlabel von EDHREC, Herkunft nicht nachgeprüft)",1005,https://json.edhrec.com/pages/average-decks/glarb-calamitys-augur/optimized.json,0,100,4,34,88,2.58,0.2,3.3,10,,1,1,1,8,11,4,7,10,3,22,0.21,19,5,10,0,0,0,0.0165
Bracket 4,4,animar-soul-of-elements (Optimized),"EDHREC-Bracket ""optimized"" (Fremdlabel von EDHREC, Herkunft nicht nachgeprüft)",1549,https://json.edhrec.com/pages/average-decks/animar-soul-of-elements/optimized.json,0,100,2,34,94,3.52,0.12,3.1,,,3,0,0,2,16,5,4,11,1,16,0.2,5,5,,0,0,0,0
Bracket 4,4,arcades-the-strategist (Optimized),"EDHREC-Bracket ""optimized"" (Fremdlabel von EDHREC, Herkunft nicht nachgeprüft)",472,https://json.edhrec.com/pages/average-decks/arcades-the-strategist/optimized.json,0,100,1,35,94,2.82,0.1,3,,,1,0,0,2,9,1,2,11,4,12,0.14,8,5,,0,0,0,0
Bracket 4,4,aragorn-the-uniter (Optimized),"EDHREC-Bracket ""optimized"" (Fremdlabel von EDHREC, Herkunft nicht nachgeprüft)",551,https://json.edhrec.com/pages/average-decks/aragorn-the-uniter/optimized.json,0,100,1,35,86,2.71,0.11,2.9,,,0,0,0,3,20,2,3,10,2,21,0.15,9,5,,0,0,0,0
Bracket 4,4,ygra-eater-of-all (Optimized),"EDHREC-Bracket ""optimized"" (Fremdlabel von EDHREC, Herkunft nicht nachgeprüft)",946,https://json.edhrec.com/pages/average-decks/ygra-eater-of-all/optimized.json,0,100,2,36,92,2.53,0.16,3.2,,,19,0,0,3,9,0,0,13,5,20,0.13,3,5,,0,0,0,0
Bracket 4,4,the-necrobloom (Optimized),"EDHREC-Bracket ""optimized"" (Fremdlabel von EDHREC, Herkunft nicht nachgeprüft)",1329,https://json.edhrec.com/pages/average-decks/the-necrobloom/optimized.json,0,100,1,39,79,3.1,0.1,2.9,,,30,0,0,4,8,0,0,7,1,29,0.07,6,5,,0,0,0,0
Bracket 4,4,flubs-the-fool (Optimized),"EDHREC-Bracket ""optimized"" (Fremdlabel von EDHREC, Herkunft nicht nachgeprüft)",771,https://json.edhrec.com/pages/average-decks/flubs-the-fool/optimized.json,0,100,6,34,97,1.59,0.34,3.5,4,4,2,1,3,3,9,0,0,6,0,27,0.06,7,5,7,0.007,0.0105,0.0135,0.053
Bracket 4,4,mr-house-president-and-ceo (Optimized),"EDHREC-Bracket ""optimized"" (Fremdlabel von EDHREC, Herkunft nicht nachgeprüft)",300,https://json.edhrec.com/pages/average-decks/mr-house-president-and-ceo/optimized.json,0,100,1,34,94,3.12,0.08,3,,,1,0,0,4,9,2,0,9,2,22,0.11,7,5,,0,0,0,0
Bracket 4,4,arabella-abandoned-doll (Optimized),"EDHREC-Bracket ""optimized"" (Fremdlabel von EDHREC, Herkunft nicht nachgeprüft)",451,https://json.edhrec.com/pages/average-decks/arabella-abandoned-doll/optimized.json,0,100,1,32,97,2.65,0.13,2.9,,,0,0,0,3,7,2,0,9,3,10,0.11,6,5,,0,0,0,0
Bracket 4,4,caesar-legions-emperor (Optimized),"EDHREC-Bracket ""optimized"" (Fremdlabel von EDHREC, Herkunft nicht nachgeprüft)",629,https://json.edhrec.com/pages/average-decks/caesar-legions-emperor/optimized.json,0,100,1,36,92,2.75,0.08,3,,,0,0,0,2,9,2,0,9,3,11,0.11,6,5,,0,0,0,0
Bracket 4,4,breya-etherium-shaper (Optimized),"EDHREC-Bracket ""optimized"" (Fremdlabel von EDHREC, Herkunft nicht nachgeprüft)",1867,https://json.edhrec.com/pages/average-decks/breya-etherium-shaper/optimized.json,0,100,3,36,89,2.86,0.13,3.2,11,,22,3,10,4,14,3,3,9,3,15,0.15,8,5,9,0,0,0,0.0335
Bracket 4,4,wilhelt-the-rotcleaver (Optimized),"EDHREC-Bracket ""optimized"" (Fremdlabel von EDHREC, Herkunft nicht nachgeprüft)",1144,https://json.edhrec.com/pages/average-decks/wilhelt-the-rotcleaver/optimized.json,0,100,2,34,91,2.8,0.12,3.2,9,,15,3,7,3,8,4,5,12,6,11,0.21,5,5,9,0.0005,0.0005,0.002,0.0535
Bracket 4,4,oloro-ageless-ascetic (Optimized),"EDHREC-Bracket ""optimized"" (Fremdlabel von EDHREC, Herkunft nicht nachgeprüft)",1822,https://json.edhrec.com/pages/average-decks/oloro-ageless-ascetic/optimized.json,0,100,1,35,91,3.15,0.1,3,9,,15,2,2,3,9,0,3,14,7,10,0.17,11,5,9,0,0,0,0.0535
Bracket 4,4,maralen-fae-ascendant (Optimized),"EDHREC-Bracket ""optimized"" (Fremdlabel von EDHREC, Herkunft nicht nachgeprüft)",729,https://json.edhrec.com/pages/average-decks/maralen-fae-ascendant/optimized.json,0,100,2,34,94,2.7,0.12,3.2,,,3,0,0,5,8,5,9,8,2,18,0.22,9,5,,0,0,0,0
Bracket 4,4,meren-of-clan-nel-toth (Optimized),"EDHREC-Bracket ""optimized"" (Fremdlabel von EDHREC, Herkunft nicht nachgeprüft)",1078,https://json.edhrec.com/pages/average-decks/meren-of-clan-nel-toth/optimized.json,0,100,3,33,94,2.55,0.19,3.4,,,3,0,0,8,6,1,0,21,4,17,0.22,4,5,,0,0,0,0
Bracket 4,4,kuja-genome-sorcerer (Optimized),"EDHREC-Bracket ""optimized"" (Fremdlabel von EDHREC, Herkunft nicht nachgeprüft)",645,https://json.edhrec.com/pages/average-decks/kuja-genome-sorcerer/optimized.json,0,100,6,32,88,2.75,0.1,3.7,,,1,0,0,3,11,4,0,13,2,16,0.17,7,5,,0,0,0,0
Bracket 4,4,ureni-of-the-unwritten (Optimized),"EDHREC-Bracket ""optimized"" (Fremdlabel von EDHREC, Herkunft nicht nachgeprüft)",748,https://json.edhrec.com/pages/average-decks/ureni-of-the-unwritten/optimized.json,0,100,2,37,92,4.02,0.05,3.1,,,0,0,0,1,7,3,2,12,3,23,0.17,4,5,,0,0,0,0
Bracket 4,4,kinnan-bonder-prodigy (Optimized),"EDHREC-Bracket ""optimized"" (Fremdlabel von EDHREC, Herkunft nicht nachgeprüft)",1297,https://json.edhrec.com/pages/average-decks/kinnan-bonder-prodigy/optimized.json,0,100,6,31,100,2.64,0.21,3.4,,,23,0,0,4,9,5,11,10,1,28,0.26,10,5,,0,0,0,0
Bracket 4,4,teysa-karlov (Optimized),"EDHREC-Bracket ""optimized"" (Fremdlabel von EDHREC, Herkunft nicht nachgeprüft)",1019,https://json.edhrec.com/pages/average-decks/teysa-karlov/optimized.json,0,100,2,34,91,2.68,0.13,3.2,,,5,0,0,3,13,0,0,14,5,15,0.14,6,5,,0,0,0,0
Bracket 4,4,gishath-suns-avatar (Optimized),"EDHREC-Bracket ""optimized"" (Fremdlabel von EDHREC, Herkunft nicht nachgeprüft)",671,https://json.edhrec.com/pages/average-decks/gishath-suns-avatar/optimized.json,0,100,1,38,92,4.39,0.05,3,22,,4,3,2,1,10,3,0,9,2,18,0.12,3,5,,0,0,0,0
Bracket 4,4,zhulodok-void-gorger (Optimized),"EDHREC-Bracket ""optimized"" (Fremdlabel von EDHREC, Herkunft nicht nachgeprüft)",1606,https://json.edhrec.com/pages/average-decks/zhulodok-void-gorger/optimized.json,0,100,4,35,97,5.46,0.08,3.4,9,,5,1,8,2,15,4,3,21,4,21,0.28,4,5,6,0,0.0025,0.0045,0.0125
Bracket 4,4,tom-bombadil (Optimized),"EDHREC-Bracket ""optimized"" (Fremdlabel von EDHREC, Herkunft nicht nachgeprüft)",550,https://json.edhrec.com/pages/average-decks/tom-bombadil/optimized.json,0,100,1,37,84,3.27,0.06,2.9,,,2,0,0,3,22,1,0,13,3,21,0.14,5,5,,0,0,0,0
Bracket 4,4,atla-palani-nest-tender (Optimized),"EDHREC-Bracket ""optimized"" (Fremdlabel von EDHREC, Herkunft nicht nachgeprüft)",765,https://json.edhrec.com/pages/average-decks/atla-palani-nest-tender/optimized.json,0,100,1,35,94,4.48,0.06,3,10,,11,2,6,2,6,4,0,15,1,13,0.19,7,5,9.5,0,0,0,0.003
Bracket 4,4,tidus-yunas-guardian (Optimized),"EDHREC-Bracket ""optimized"" (Fremdlabel von EDHREC, Herkunft nicht nachgeprüft)",557,https://json.edhrec.com/pages/average-decks/tidus-yunas-guardian/optimized.json,0,100,3,35,86,2.65,0.12,3.1,7,,6,6,2,1,12,2,3,8,4,13,0.13,5,5,9,0,0,0.0005,0.01
Bracket 4,4,korvold-fae-cursed-king (Optimized),"EDHREC-Bracket ""optimized"" (Fremdlabel von EDHREC, Herkunft nicht nachgeprüft)",1472,https://json.edhrec.com/pages/average-decks/korvold-fae-cursed-king/optimized.json,0,100,4,35,97,2.57,0.16,3.4,11,,6,2,1,3,4,2,0,14,3,29,0.16,6,5,7.5,0,0.0085,0.0375,0.194
Bracket 4,4,shorikai-genesis-engine (Optimized),"EDHREC-Bracket ""optimized"" (Fremdlabel von EDHREC, Herkunft nicht nachgeprüft)",1019,https://json.edhrec.com/pages/average-decks/shorikai-genesis-engine/optimized.json,0,100,3,33,97,2.69,0.16,3.3,,,3,0,0,3,12,5,8,12,4,18,0.25,11,5,,0,0,0,0
Bracket 4,4,zurgo-stormrender (Optimized),"EDHREC-Bracket ""optimized"" (Fremdlabel von EDHREC, Herkunft nicht nachgeprüft)",423,https://json.edhrec.com/pages/average-decks/zurgo-stormrender/optimized.json,0,100,1,33,91,2.9,0.1,3,,,0,0,0,3,7,3,0,8,2,15,0.11,6,5,,0,0,0,0
Bracket 4,4,go-shintai-of-lifes-origin (Optimized),"EDHREC-Bracket ""optimized"" (Fremdlabel von EDHREC, Herkunft nicht nachgeprüft)",734,https://json.edhrec.com/pages/average-decks/go-shintai-of-lifes-origin/optimized.json,0,100,1,35,86,2.97,0.06,2.9,,,0,0,0,3,14,0,1,9,3,13,0.1,7,5,,0,0,0,0
Bracket 4,4,urza-lord-high-artificer (Optimized),"EDHREC-Bracket ""optimized"" (Fremdlabel von EDHREC, Herkunft nicht nachgeprüft)",2375,https://json.edhrec.com/pages/average-decks/urza-lord-high-artificer/optimized.json,0,100,6,32,97,2.29,0.22,3.5,,,7,0,0,2,15,6,10,6,1,12,0.22,10,5,,0,0,0,0
Bracket 4,4,krrik-son-of-yawgmoth (Optimized),"EDHREC-Bracket ""optimized"" (Fremdlabel von EDHREC, Herkunft nicht nachgeprüft)",1788,https://json.edhrec.com/pages/average-decks/krrik-son-of-yawgmoth/optimized.json,0,100,6,34,97,3.3,0.13,4.1,9,,16,4,12,5,7,3,0,10,1,13,0.13,8,5,9,0.0005,0.003,0.0065,0.117
Bracket 4,4,felothar-the-steadfast (Optimized),"EDHREC-Bracket ""optimized"" (Fremdlabel von EDHREC, Herkunft nicht nachgeprüft)",251,https://json.edhrec.com/pages/average-decks/felothar-the-steadfast/optimized.json,0,100,1,34,91,3.29,0.09,3,,,0,0,0,3,8,0,0,10,3,14,0.1,6,5,,0,0,0,0
Bracket 4,4,queen-marchesa (Optimized),"EDHREC-Bracket ""optimized"" (Fremdlabel von EDHREC, Herkunft nicht nachgeprüft)",427,https://json.edhrec.com/pages/average-decks/queen-marchesa/optimized.json,0,100,1,36,92,3.17,0.07,3,,,0,0,0,5,13,3,0,20,6,13,0.23,8,5,,0,0,0,0
Bracket 4,4,the-wandering-minstrel (Optimized),"EDHREC-Bracket ""optimized"" (Fremdlabel von EDHREC, Herkunft nicht nachgeprüft)",507,https://json.edhrec.com/pages/average-decks/the-wandering-minstrel/optimized.json,0,100,2,36,50,2.36,0.2,2.7,,,1,0,0,5,9,4,4,5,2,28,0.13,10,5,,0,0,0,0
Bracket 4,4,zaxara-the-exemplary (Optimized),"EDHREC-Bracket ""optimized"" (Fremdlabel von EDHREC, Herkunft nicht nachgeprüft)",1008,https://json.edhrec.com/pages/average-decks/zaxara-the-exemplary/optimized.json,0,100,1,35,94,2.49,0.1,3,,,8,0,0,2,12,2,5,10,1,18,0.17,5,5,,0,0,0,0
Bracket 4,4,helga-skittish-seer (Optimized),"EDHREC-Bracket ""optimized"" (Fremdlabel von EDHREC, Herkunft nicht nachgeprüft)",802,https://json.edhrec.com/pages/average-decks/helga-skittish-seer/optimized.json,0,100,1,36,97,3.3,0.15,3.1,,,6,0,0,3,14,2,6,10,1,23,0.18,8,5,,0,0,0,0
Bracket 4,4,avatar-aang (Optimized),"EDHREC-Bracket ""optimized"" (Fremdlabel von EDHREC, Herkunft nicht nachgeprüft)",413,https://json.edhrec.com/pages/average-decks/avatar-aang/optimized.json,0,100,1,34,97,2.95,0.09,3.1,5,9,6,1,3,4,10,3,2,12,2,20,0.17,8,5,8,0.0005,0.03,0.074,0.3455
Bracket 4,4,ghyrson-starn-kelermorph (Optimized),"EDHREC-Bracket ""optimized"" (Fremdlabel von EDHREC, Herkunft nicht nachgeprüft)",1151,https://json.edhrec.com/pages/average-decks/ghyrson-starn-kelermorph/optimized.json,0,100,2,34,94,2.17,0.23,3.1,7,,4,3,3,2,18,4,6,20,7,12,0.3,8,5,9,0,0,0.004,0.095
Bracket 4,4,choco-seeker-of-paradise (Optimized),"EDHREC-Bracket ""optimized"" (Fremdlabel von EDHREC, Herkunft nicht nachgeprüft)",253,https://json.edhrec.com/pages/average-decks/choco-seeker-of-paradise/optimized.json,0,100,1,37,89,2.83,0.13,3,,,0,0,0,2,7,4,5,8,2,16,0.17,9,5,,0,0,0,0
Bracket 4,4,xyris-the-writhing-storm (Optimized),"EDHREC-Bracket ""optimized"" (Fremdlabel von EDHREC, Herkunft nicht nachgeprüft)",632,https://json.edhrec.com/pages/average-decks/xyris-the-writhing-storm/optimized.json,0,100,1,35,94,2.89,0.1,3,,,3,0,0,2,21,4,7,7,2,16,0.18,8,5,,0,0,0,0
Bracket 4,4,the-first-sliver (Optimized),"EDHREC-Bracket ""optimized"" (Fremdlabel von EDHREC, Herkunft nicht nachgeprüft)",1007,https://json.edhrec.com/pages/average-decks/the-first-sliver/optimized.json,0,100,1,36,97,2.91,0.08,3.1,,,1,0,0,3,4,2,0,7,1,13,0.09,7,5,,0,0,0,0
Bracket 4,4,kotis-the-fangkeeper (Optimized),"EDHREC-Bracket ""optimized"" (Fremdlabel von EDHREC, Herkunft nicht nachgeprüft)",402,https://json.edhrec.com/pages/average-decks/kotis-the-fangkeeper/optimized.json,0,100,1,35,94,2.29,0.18,3,,,0,0,0,2,7,6,6,6,2,19,0.18,6,5,,0,0,0,0
Bracket 4,4,terra-herald-of-hope (Optimized),"EDHREC-Bracket ""optimized"" (Fremdlabel von EDHREC, Herkunft nicht nachgeprüft)",467,https://json.edhrec.com/pages/average-decks/terra-herald-of-hope/optimized.json,0,100,2,36,89,2.98,0.11,3.2,18,,4,2,9,4,9,3,0,11,1,17,0.14,4,5,,0,0,0,0
Bracket 4,4,terra-magical-adept (Optimized),"EDHREC-Bracket ""optimized"" (Fremdlabel von EDHREC, Herkunft nicht nachgeprüft)",799,https://json.edhrec.com/pages/average-decks/terra-magical-adept/optimized.json,0,100,1,36,100,3,0.1,3.1,,,5,0,0,2,14,3,2,12,1,21,0.17,7,5,,0,0,0,0
Bracket 4,4,auntie-ool-cursewretch (Optimized),"EDHREC-Bracket ""optimized"" (Fremdlabel von EDHREC, Herkunft nicht nachgeprüft)",801,https://json.edhrec.com/pages/average-decks/auntie-ool-cursewretch/optimized.json,0,100,1,36,81,3.55,0.03,2.9,14,,7,1,2,0,17,1,0,33,8,11,0.34,0,5,,0,0,0,0
Bracket 4,4,betor-ancestors-voice (Optimized),"EDHREC-Bracket ""optimized"" (Fremdlabel von EDHREC, Herkunft nicht nachgeprüft)",692,https://json.edhrec.com/pages/average-decks/betor-ancestors-voice/optimized.json,0,100,1,38,92,2.82,0.16,3,9,,8,2,2,4,12,0,0,10,1,16,0.1,6,5,9,0,0,0,0.09
Bracket 4,4,eriette-of-the-charmed-apple (Optimized),"EDHREC-Bracket ""optimized"" (Fremdlabel von EDHREC, Herkunft nicht nachgeprüft)",390,https://json.edhrec.com/pages/average-decks/eriette-of-the-charmed-apple/optimized.json,0,100,1,35,94,2.62,0.12,3,,,3,0,0,3,12,0,0,9,1,6,0.09,7,5,,0,0,0,0
Bracket 4,4,sisay-weatherlight-captain (Optimized),"EDHREC-Bracket ""optimized"" (Fremdlabel von EDHREC, Herkunft nicht nachgeprüft)",795,https://json.edhrec.com/pages/average-decks/sisay-weatherlight-captain/optimized.json,0,100,4,33,100,2.42,0.2,3.3,,,7,0,0,5,11,5,5,10,3,32,0.2,9,5,,0,0,0,0
Bracket 4,4,kilo-apogee-mind (Optimized),"EDHREC-Bracket ""optimized"" (Fremdlabel von EDHREC, Herkunft nicht nachgeprüft)",777,https://json.edhrec.com/pages/average-decks/kilo-apogee-mind/optimized.json,0,100,4,35,86,2.92,0.11,3.2,8,,20,10,2,2,8,4,3,9,2,12,0.16,4,5,9.5,0,0,0,0.011
